Name,IQ,Merit,Language,Age,Happiness
Sergey,74.61603753790655,9.625267898319853,Java,43,True
Alexey,126.053543659906,10.107371516878173,Python,47,False
Vladimir,124.5027158158918,9.60814161719568,Rust,48,False
Sergey,145.16999796576098,11.131736470715953,Pascal,33,True
Alexey,117.42940101753109,9.435093256709926,C++,45,True
Sergey,54.40752503813576,10.362682047623663,Java,37,False
Anton,120.21437029090805,8.948927808840244,Pascal,41,False
Sergey,114.11726716930609,9.341683504626637,Pascal,39,False
Sergey,103.25293556682324,9.147746316446288,Scala,43,False
Sergey,88.10875238232869,10.434914815165918,C++,38,True
Sergey,125.44103547560488,10.911297523833793,Java,41,True
Alexey,108.79951190947456,10.11592340476853,JavaScript,38,False
Sergey,139.29437947819244,10.74655672899225,C#,27,True
Anton,94.30670629744486,8.659275607581232,Scala,43,False
Sergey,100.1614204377182,11.263443772334035,C++,32,True
Sergey,90.5944015540256,8.618260386328002,Python,27,False
Stepan,113.13288358710822,10.038027772956923,Python,50,False
Sergey,93.07476847850819,10.56716404526971,C++,37,True
Sergey,89.94019858883735,8.853683725047372,Kotlin,50,True
Stepan,133.69957088227403,10.280596627579905,Brainfuck,43,True
Sergey,95.32095695603826,10.233336351324578,Java,42,True
Sergey,102.02381936903859,10.585064588447883,Rust,35,False
Sergey,71.49029243912224,11.121274034877757,Pascal,37,False
Maxim,125.82282961451304,10.850713608757205,Brainfuck,39,True
Sergey,106.28160299493405,10.009444922599679,JavaScript,30,False
Vladimir,105.33525925448068,10.084343704191559,Java,38,True
Alexey,111.15586411269196,10.454628631619608,Pascal,49,False
Maxim,111.70352672604226,8.704140397678906,C++,44,True
Sergey,66.76337599312744,10.722255327303577,JavaScript,36,False
Alexey,100.25267737282022,7.380846223324868,Python,40,False
Sergey,119.00511373284556,9.94348170115252,JavaScript,53,False
Sergey,111.16388170431483,10.094335842302364,Python,37,False
Sergey,108.62913427409333,8.843092997999307,Scala,45,False
Alexey,110.69836797579062,9.461902864255531,Python,35,False
Anton,90.16982648485121,10.445089630803064,Kotlin,50,True
Anton,111.24312983123768,10.418984547649645,Brainfuck,41,True
Sergey,123.24114129321325,10.560562860819653,Java,40,True
Stepan,61.879072789361054,10.78055720758079,C++,44,True
Sergey,60.39084368377008,11.669765742488236,Pascal,46,False
Sergey,93.91086426636703,9.471846228505331,Pascal,42,False
Alexey,68.86572801926891,10.002278532060464,C#,32,False
Sergey,108.32182093151245,10.487128918162302,Kotlin,35,True
Alexey,113.01331034379278,8.430292844221443,Python,32,False
Vladimir,93.16141657774668,10.615607627191906,C++,42,True
Alexey,98.00472281927526,8.8532953516631,JavaScript,39,False
Sergey,105.12057691497952,9.817272591065418,Scala,41,False
Anton,123.43701470697823,10.340870144168692,Brainfuck,29,True
Stepan,129.5370632958865,10.151436459350586,Python,29,False
Sergey,115.13718890350857,9.294215392010157,Python,44,False
Sergey,123.37500778160675,8.657334676792827,Scala,44,False
Sergey,83.43688976752738,8.699159436548987,C++,33,True
Sergey,81.11717539400993,9.887585656765527,Java,49,True
Sergey,129.99557835741976,11.502784314767727,C#,38,True
Stepan,78.7340185667888,10.047973375291006,Java,33,True
Sergey,79.45683233814547,10.634284519370864,Java,39,True
Vladimir,103.72118451271159,10.836658106944643,C++,35,True
Maxim,84.16109771636945,11.240944816198413,Java,38,True
Sergey,105.72770887155181,9.611311191082386,Java,41,True
Anton,82.09473875886358,9.05369450558959,Java,37,True
Sergey,65.49321284298871,9.529283173442296,Java,50,True
Alexey,127.77572885178529,10.748699564091138,Java,44,True
Sergey,57.503105594834196,8.987081873816754,Python,51,False
Sergey,102.86235287396823,10.075133513545389,Java,30,True
Sergey,122.19241941450122,10.105454636191139,Java,41,True
Sergey,119.22490072784986,9.60990990702149,Python,50,False
Sergey,99.20033655118137,10.739704384401126,Pascal,37,False
Sergey,77.74091861887115,10.423543747383343,Scala,44,False
Sergey,121.97747528146024,10.22757101987962,Rust,41,False
Sergey,110.30385572031554,10.420879832935437,C++,41,True
Sergey,103.58460081388544,9.859626257839563,Pascal,45,False
Stepan,127.91753920843846,10.357744523531103,C++,40,True
Sergey,103.1960050552271,9.837165432951346,Java,39,True
Sergey,99.68502589722445,11.316471826677438,Java,45,True
Alexey,115.55908467952545,10.006287945750179,Java,40,True
Maxim,93.27019046886215,9.913629856152834,C++,40,True
Sergey,144.5695410985839,10.041031857941611,C#,34,True
Sergey,112.59017429574658,10.495460489163483,Python,41,False
Sergey,120.46959194940622,10.058991102132115,Python,50,False
Alexey,99.02195711667125,10.305836097446909,C++,37,True
Anton,85.39780234520474,11.966554098562336,Pascal,36,False
Vladimir,112.95097239799041,9.098378238521923,Java,36,True
Anton,94.96021436035703,8.677257873336995,Pascal,30,False
Sergey,158.89952668901424,10.474476768672133,C++,39,True
Alexey,94.51734343855999,9.781566766056486,Java,39,True
Sergey,110.82580305774772,8.433367427353643,C#,42,False
Anton,110.82416853885684,8.963562344551478,Java,37,True
Sergey,89.06606000543282,10.295957362686199,JavaScript,34,False
Anton,129.2639611217872,11.251742873104288,Java,32,True
Sergey,121.33462248557248,9.65704748828089,JavaScript,44,False
Sergey,99.49565823692659,10.127478535262442,Java,44,True
Alexey,58.60521984660938,10.089870801301124,C++,30,False
Alexey,88.20102271768523,11.8563537902488,Brainfuck,42,True
Anton,96.71327796017967,9.676588467161842,C++,54,True
Sergey,119.63455703410708,8.826352471426786,Java,35,True
Sergey,80.23235779242711,10.000747015261293,Brainfuck,49,True
Sergey,120.54382732685957,10.432301331064277,Scala,45,False
Anton,71.51600731353238,10.376878001182138,C++,45,True
Sergey,77.78639979486206,9.50148770665617,JavaScript,29,False
Sergey,108.32011643503384,9.532497479200238,Java,42,True
Alexey,82.3851989498784,10.075028816351502,Python,38,False
Alexey,73.81387110250797,10.36843402000103,Python,33,False
Sergey,79.6485332139039,11.73670153297365,JavaScript,44,False
Sergey,91.94850963687516,10.165251915493172,Java,38,True
Sergey,104.04342633474403,10.391375585491131,Java,46,True
Sergey,89.74741012903665,9.416995526659965,C++,39,True
Sergey,111.38274378025491,10.166253830490446,C++,47,True
Sergey,111.29002250132478,10.770006832038645,Kotlin,27,True
Alexey,80.43148809152711,10.251600061504627,Java,48,True
Sergey,87.4962095305017,9.717375315192461,Java,36,True
Sergey,92.30967975435243,8.420564347411599,Pascal,34,False
Sergey,142.00292430669464,9.22932456646956,C#,40,True
Anton,106.694495854665,9.140344518359857,JavaScript,43,False
Anton,94.77209909639964,8.578893718314902,Java,37,True
Alexey,114.64953838154496,10.350147208639923,Pascal,48,False
Alexey,59.012517270448484,10.336311861164651,C++,49,True
Vladimir,67.96473178853752,10.262842767708321,JavaScript,38,False
Maxim,135.76202918474922,9.098509192729527,Java,35,True
Sergey,67.29673060816957,9.336280057623547,Java,52,True
Sergey,95.33946495995262,9.843631045336522,Kotlin,40,True
Sergey,98.94972391054587,12.015326974755716,C++,30,True
Alexey,62.43025859707661,8.982842435546525,Pascal,47,False
Sergey,111.09001043207863,11.031306527985953,Rust,39,False
Sergey,103.37187337002871,11.029146243832095,C#,48,False
Sergey,120.47093434785656,9.431621264649833,C++,50,True
Maxim,84.48534718270282,7.807997965273697,Kotlin,39,True
Maxim,100.24990239483603,8.323541133552952,Scala,42,False
Vladimir,138.20495260897525,9.006944115975626,Brainfuck,48,True
Alexey,113.25210399187723,9.713523030776685,JavaScript,41,False
Alexey,91.93459239264851,9.884749775625503,Kotlin,31,True
Stepan,97.04998670968867,9.15971409535005,Java,40,True
Sergey,136.96281386816366,8.851296250874304,Python,43,True
Sergey,113.31630257883981,11.367665689132474,Java,51,True
Sergey,75.91734852228043,8.42826432168702,Brainfuck,47,True
Anton,98.01410432567724,9.983714978747251,Python,42,False
Anton,91.9238086193428,7.3787612927884805,C++,35,True
Sergey,102.84627122070752,10.596844310011997,C++,44,True
Vladimir,95.8182260939503,8.852799810929866,Pascal,42,False
Sergey,118.30965666903458,9.625894719685128,Java,32,True
Sergey,83.09567655402655,10.033854381671045,Java,46,True
Sergey,91.28774218079724,10.13163642308204,Python,45,False
Sergey,111.70811543083485,9.893114179958095,C++,44,True
Sergey,128.48030022453776,9.61357837111346,Java,43,True
Maxim,110.80082850397002,9.077610130223897,Kotlin,47,True
Sergey,72.11113763098055,9.522928086695314,Scala,42,False
Stepan,86.7821734790874,10.859907094975894,C++,39,True
Sergey,94.7517486381865,10.070493625122339,Python,39,False
Sergey,142.52203797268754,9.151199807548167,Python,35,True
Anton,109.03987982530026,9.819291552279921,Java,39,True
Alexey,142.57420324059262,10.369343561705591,Java,46,True
Sergey,78.65381966413469,8.646855996797349,Java,34,True
Maxim,121.71042456261969,10.542504384937219,Python,36,False
Sergey,88.34784917110503,8.95130481798462,Python,38,False
Sergey,111.51478808176009,10.824902971790909,Java,41,True
Alexey,100.00455787649098,9.504738173404041,Java,43,True
Stepan,94.4323454435262,9.36716678348962,Scala,32,False
Sergey,105.04902912793779,8.969160885756692,Brainfuck,33,True
Vladimir,122.58001566050584,9.305350061654718,Kotlin,42,True
Sergey,133.83801262020012,10.696879236320667,Kotlin,33,True
Sergey,52.53962812671601,12.619209829539216,Brainfuck,40,True
Maxim,75.40538421098364,10.164684017392624,JavaScript,40,False
Maxim,80.4503789157719,8.647151855659821,Java,37,True
Sergey,86.99368959571648,9.845233270345416,C++,41,True
Sergey,68.17880478293766,10.656569258128988,Rust,50,False
Sergey,90.58479557460592,10.423036451191752,Brainfuck,41,True
Anton,67.96604549518315,10.324185724241772,Brainfuck,41,True
Sergey,64.64782221519724,8.018923334541899,Java,43,False
Sergey,75.34424453557386,10.908902220692255,C++,40,True
Anton,90.88675844660544,8.68160558469672,Python,45,False
Sergey,88.84739402989779,12.023121502798878,Java,37,True
Sergey,107.1990796708535,9.641624229168203,Python,44,False
Sergey,71.75721155080826,8.477736826103559,Scala,51,False
Alexey,89.5904554158929,9.75135212606609,JavaScript,51,False
Sergey,49.53353487556542,11.087707290970322,C#,37,False
Sergey,121.10578203080351,10.502645830462814,Brainfuck,47,True
Anton,95.40083796847506,8.918662331607063,Brainfuck,43,True
Alexey,102.50359535175811,8.61255671481655,Scala,39,False
Anton,114.93965809738026,9.158023651860029,Java,46,True
Stepan,105.08799329667073,8.8816592331565,Java,36,True
Vladimir,120.40208632331687,8.097932689314902,C++,34,True
Sergey,69.92192753521076,8.919934138714913,Python,43,False
Sergey,102.79229219475333,9.723058209504917,Java,44,True
Anton,92.58072532219938,11.319399884454132,Java,45,True
Sergey,48.04833630541323,9.600775192160071,Python,42,False
Sergey,96.99056934381143,9.304556026732172,C++,44,True
Sergey,79.89574029349018,11.74113162571721,Scala,32,False
Sergey,95.49609961818454,8.480418705328239,Java,47,True
Sergey,127.51611348964586,8.295374618988916,Java,39,True
Alexey,93.9325328745452,7.484801605090004,Python,41,False
Sergey,65.80870598417192,9.917360512060748,C++,42,True
Sergey,59.461738848608704,8.42034240366811,Java,42,False
Alexey,127.48187549592133,8.99062055325854,Java,45,True
Alexey,108.51576100030644,10.099680896344434,C++,55,True
Sergey,78.77983335467397,9.850407420864766,Python,37,False
Stepan,96.4509497807287,11.399034434873403,Python,37,False
Anton,94.66724056097699,8.534660375870171,Python,51,False
Sergey,129.4628445989287,10.798238744738807,Pascal,35,True
Sergey,94.2714000866007,9.06656821443677,Python,52,False
Sergey,79.8160166581935,11.39598865220173,Java,39,True
Maxim,102.82791696746185,10.44711765760051,JavaScript,43,False
Sergey,83.57751219071375,8.661626640217879,Kotlin,28,True
Maxim,79.16380099406835,10.776655122420035,C#,40,False
Sergey,107.5754854107651,10.012233022960784,Java,35,True
Sergey,89.70557079172244,9.10448490446348,Python,44,False
Sergey,74.58904126192407,9.704354601401125,Java,41,True
Sergey,120.28265067410274,9.25228222652911,C++,36,True
Stepan,103.42592767757841,8.281146247675748,C++,41,True
Sergey,91.45435432538615,8.738982629733787,C++,47,True
Sergey,124.76564287420481,10.916898377592492,Rust,49,False
Sergey,106.20238278879826,9.143483594937825,Java,44,True
Anton,114.00741708254792,9.820362456425004,Python,49,False
Maxim,71.77992773792248,8.55822269567894,Kotlin,45,True
Maxim,97.08808763728204,9.082585963376728,Python,39,False
Maxim,102.63989497957101,9.739826695717213,Python,42,False
Maxim,86.8362524371798,7.748575613686607,C++,44,True
Sergey,95.58483835318134,11.251933317068511,Python,37,False
Alexey,83.73673899252836,10.648503628721446,C#,27,False
Sergey,120.61546910956845,9.35817492852513,Java,52,True
Sergey,83.50927554018514,9.71581193366547,Java,40,True
Sergey,96.22525382920769,8.896926556437254,Java,40,True
Sergey,130.30891198916916,9.237777650073848,Kotlin,34,True
Maxim,81.27958952782294,10.317932323786945,Python,51,False
Vladimir,131.09090043610843,9.090079086071274,C#,34,False
Sergey,70.89466263400759,10.216803846638252,Pascal,44,False
Anton,114.79463014798428,10.865839426327039,JavaScript,39,False
Sergey,135.02299829439107,9.094519214266143,Brainfuck,37,True
Alexey,102.7663010351338,9.381190651466243,C#,36,False
Sergey,102.09226931948174,9.341499515156857,C++,40,True
Sergey,94.69110283095893,9.970244858297123,C++,37,True
Sergey,83.66094295391261,9.365421286906617,JavaScript,45,False
Sergey,77.72850897022525,11.744475480961961,Java,46,True
Anton,92.08379451454267,10.832972643673388,Python,39,False
Sergey,95.46525614152377,9.151519851687292,Pascal,40,False
Sergey,105.43246845112591,9.59017857668725,C#,39,False
Sergey,90.69061238139071,11.423699740692406,Scala,36,False
Alexey,105.23011404338273,8.980299823076795,Java,47,True
Sergey,103.81818622215472,9.890095769449307,Pascal,47,False
Maxim,74.9487845916396,10.828440316720284,C++,37,True
Sergey,135.25117800257794,10.636323793173634,Python,45,True
Sergey,113.73537875148376,8.67501084167149,Java,41,True
Sergey,123.8774695422479,9.075765391923568,Python,37,False
Anton,86.08933238290211,10.43383115716001,Python,50,False
Sergey,92.94418044187049,11.22030758547183,Java,40,True
Sergey,158.8416887430667,10.406082174949674,JavaScript,39,True
Sergey,102.31764552175835,8.358906945858022,C#,52,False
Sergey,116.12786966518041,9.189971865576817,C++,39,True
Sergey,88.26541538948649,9.905526013622504,Python,43,False
Sergey,87.25791348780851,10.015229449418072,Python,41,False
Sergey,101.3621347614816,10.575408599794166,Brainfuck,43,True
Sergey,103.87418133976065,8.26308063381473,Kotlin,46,True
Sergey,53.72670242737783,8.058421299426747,Java,37,False
Vladimir,98.30065235109407,10.184380831747331,Java,28,True
Sergey,110.04421178917433,8.791597532749032,Python,33,False
Sergey,77.23294017330069,10.479791849296285,Java,45,True
Sergey,108.41567551848891,11.104296992681373,C#,39,False
Vladimir,113.99875171836172,10.050413400725008,Brainfuck,36,True
Alexey,67.7617622591704,9.872784015851,Kotlin,36,True
Sergey,118.74959340754637,10.53943707214824,Python,43,False
Alexey,97.6468760560303,9.0490115313101,Java,36,True
Maxim,95.85749614844408,8.784675793801785,C++,39,True
Sergey,140.1106065472025,9.97780717794634,JavaScript,38,True
Sergey,76.1854180957239,9.966888921138942,Pascal,38,False
Sergey,81.60849443700968,9.087678105693808,JavaScript,40,False
Alexey,63.31657159212232,8.946556022277909,Rust,43,False
Sergey,132.17368305745964,9.418922282367902,Scala,42,True
Sergey,88.86863800380013,8.52865602713515,C++,36,True
Maxim,111.10197458948852,11.30248469713271,Java,38,True
Sergey,117.79376956251278,10.611859099350506,Python,38,False
Vladimir,114.58728574835841,10.498516102023764,Kotlin,44,True
Sergey,105.4643912250642,11.06096077715844,Java,41,True
Sergey,93.78622034612611,8.576039657104587,C#,35,False
Sergey,108.29702973645132,10.439098126789832,Java,29,True
Anton,110.11362248920945,9.301366081439573,JavaScript,45,False
Stepan,104.8768187206806,9.335988946481196,Python,41,False
Sergey,53.550518642624624,9.449858216351483,Java,45,False
Alexey,87.73274488137882,9.457591217454713,Java,35,True
Sergey,55.01532369058506,8.402314510397456,JavaScript,35,False
Sergey,79.20817419162177,11.76831015271253,Java,32,True
Alexey,120.72172235513591,9.555600434232607,Java,41,True
Sergey,82.46726328379184,9.115146357946703,Kotlin,41,True
Sergey,114.96771025321067,9.816404935808034,Rust,40,False
Sergey,99.39075732733163,11.147964360239827,C++,42,True
Alexey,21.073403526029267,8.405957619884742,Kotlin,41,False
Maxim,98.27180007834498,9.079689511087974,Java,38,True
Sergey,103.65470546328473,9.393824147212538,C++,33,True
Alexey,92.88856084021833,9.373183321939633,Java,46,True
Sergey,99.6720382845014,8.990126246762042,Rust,43,False
Sergey,108.99129595834064,10.065772335594,C++,45,True
Sergey,106.65344231652433,10.694412722824397,Rust,50,False
Sergey,85.96085885926175,9.072381520508362,Python,45,False
Sergey,87.53548189839107,9.219755079376489,Python,28,False
Maxim,98.1463617866398,9.259738821848277,Python,23,False
Anton,125.38457459988187,10.210694893062032,Scala,41,False
Sergey,107.46676223314442,8.95800722918209,Scala,35,False
Sergey,66.43835158450769,8.591086324801852,Java,35,False
Sergey,91.41984785574553,8.710985944879589,Pascal,36,False
Sergey,98.96919616834175,9.984249575087848,C++,35,True
Sergey,95.48054663960136,11.382543099936477,Java,55,True
Sergey,115.67299152428279,9.921502760246343,Python,32,False
Stepan,108.81608159684775,10.554195494607434,C++,38,True
Sergey,104.46541612886043,7.25219635586445,Python,38,False
Sergey,108.96756558268596,11.359063102017096,Scala,28,False
Sergey,101.07666307749945,10.31184018082412,Java,45,True
Sergey,101.63509916247632,10.201373244646442,Java,40,True
Maxim,107.20525309035692,9.85015586395628,Pascal,47,False
Vladimir,79.00021591234997,9.380790296095945,Java,37,True
Vladimir,98.17482838638516,9.149080605485205,Java,35,True
Sergey,105.38097507364763,10.463357717685666,Python,35,False
Sergey,82.83959179987427,10.155777242936805,C++,37,True
Anton,94.81043303658846,9.200347021409023,C#,38,False
Stepan,100.51800162529874,9.694817988735041,Java,39,True
Alexey,71.05711198798451,9.327282597233028,C++,36,True
Sergey,96.15094257004493,10.966176199067382,Pascal,42,False
Stepan,111.06746148538198,10.11360712729023,Kotlin,55,True
Sergey,114.88819256779209,9.621372127358267,JavaScript,43,False
Vladimir,97.48429751563508,9.945759976068251,C++,40,True
Anton,103.5957912372743,9.758474445633057,Rust,42,False
Sergey,101.34415744423166,9.98410031667539,C++,45,True
Sergey,113.71332465495338,10.818140602755369,JavaScript,48,False
Maxim,114.40722580156915,8.0293771384599,Kotlin,37,True
Sergey,69.09321096103363,11.285293856164143,Java,51,True
Sergey,127.7917082455471,10.691345656982293,Python,33,False
Anton,120.12837759989995,11.143813610773988,Java,52,True
Sergey,86.03310870000392,8.977316947796483,Pascal,41,False
Sergey,150.2463425036991,9.455407871243155,Python,48,True
Sergey,101.27472438205606,11.303743872529134,Java,37,True
Sergey,80.68864725601065,9.87205289474186,C++,44,True
Sergey,75.18253820706562,11.568842956992755,Java,46,True
Anton,49.441946852275535,10.701585766332066,C#,41,False
Sergey,116.57277496790559,10.547479562388627,Python,42,False
Sergey,114.47811101658948,10.04306229906618,JavaScript,54,False
Anton,65.81681167564844,8.824864724177674,Python,45,False
Sergey,111.8224404477304,10.354403850332574,Java,35,True
Alexey,103.84126925727581,9.800787643316395,Python,36,False
Anton,117.43001308099025,9.020023972849225,Python,48,False
Sergey,97.58714301477414,11.930316388681522,Java,36,True
Sergey,110.45442709679958,8.45156414119859,C#,38,False
Sergey,113.7852296697892,9.302267305136604,Java,44,True
Sergey,112.16112172739385,10.163103965887261,C++,41,True
Sergey,115.29880116394699,10.009590056574641,Java,40,True
Sergey,100.63252437463878,8.996028829317508,Java,32,True
Sergey,112.92551510270256,9.868610872627626,Pascal,41,False
Sergey,72.55419300875741,7.952041351567396,Python,43,False
Sergey,93.18766428328927,8.835788705287944,C#,39,False
Sergey,104.54419585301085,9.784717344174743,Java,48,True
Stepan,138.96253251142326,10.80511546769576,C++,44,True
Sergey,82.84251404526542,11.044101828830062,Rust,44,False
Sergey,82.92264025762849,10.35053233681079,Python,45,False
Alexey,68.59760604054603,10.948486806635023,C++,34,True
Sergey,101.23250477440041,9.45916517328505,Pascal,37,False
Alexey,93.90962887468663,11.085506704337808,Python,45,False
Sergey,101.02348564222702,10.071525509786447,Java,43,True
Sergey,104.39172837259149,9.229868118094442,C++,46,True
Maxim,92.37222255747656,8.161660264508823,Java,34,True
Sergey,108.46950159736969,9.865543434785542,JavaScript,41,False
Stepan,112.19960836136025,9.041364159035673,Kotlin,44,True
Sergey,61.037200359184865,10.298397747993759,Pascal,49,False
Sergey,74.88231585465259,9.525420263753336,Pascal,43,False
Anton,129.4297205459791,9.016272420440396,Scala,37,False
Sergey,116.12769181578417,9.594683054940555,Python,42,False
Sergey,112.44944363417805,10.116429200543978,Rust,47,False
Vladimir,90.66208835956142,7.0664465348710905,Scala,43,False
Sergey,120.86185383595857,9.39994978004909,Python,41,False
Sergey,91.91971850054847,9.712200808255307,Python,45,False
Sergey,118.49766416493375,8.299174649098754,Brainfuck,44,True
Maxim,110.98215708441631,8.77760812293872,Rust,32,False
Sergey,97.80436032077031,10.63584811199946,Java,44,True
Sergey,103.00457134342882,10.289795748204298,Python,48,False
Sergey,104.21073197448487,9.935653484016708,Pascal,32,False
Vladimir,103.03104550304342,10.157281137482231,Java,39,True
Sergey,143.8479010947063,11.260035444788182,Java,40,True
Sergey,147.13061505994236,9.4939581516703,Java,35,True
Maxim,110.51728808735487,9.713618530448832,Java,45,True
Sergey,121.833099878454,10.666862840915716,Python,34,False
Alexey,113.79191361640724,10.410435886364239,Java,33,True
Alexey,115.36441846019191,11.115953781134664,Python,48,False
Maxim,94.07282527328374,10.202108304919783,Scala,34,False
Stepan,97.78213787796248,8.949860803824057,Java,41,True
Sergey,72.72082400767803,10.506583158436568,Java,32,True
Alexey,112.08601678159468,9.942104127387427,C#,47,False
Sergey,72.97329020736532,11.400272103627291,Scala,46,False
Sergey,110.67416627543237,9.073580384034011,Rust,44,False
Sergey,116.00006204067311,10.70096146035144,Brainfuck,41,True
Sergey,85.33787319420651,9.04952441561067,Brainfuck,44,True
Maxim,115.38169214505287,10.41070785069687,Python,37,False
Alexey,110.95087779048615,9.870503120678437,Python,43,False
Sergey,91.11535214359064,9.998802201514827,Java,44,True
Sergey,116.29224646260454,9.931745758098682,Python,40,False
Anton,100.79468760025344,10.029819521456727,C++,46,True
Sergey,114.96123895950292,8.515018090101362,Java,42,True
Sergey,96.64611823839846,9.36125620071002,Rust,29,False
Sergey,117.23381044114828,10.266937744225306,Scala,41,False
Anton,86.80937040123641,9.616429442466249,C++,31,True
Alexey,135.66708847069262,9.98966187798943,JavaScript,44,False
Sergey,86.82067011705092,8.92072378238536,Pascal,38,False
Sergey,95.60996727314844,11.46682043770786,Java,40,True
Maxim,66.59110204005438,9.736427077428036,Kotlin,43,True
Sergey,99.04847516956758,10.617101988123157,Java,49,True
Sergey,114.55535526765271,7.868953086638877,Python,46,False
Anton,133.19979307854607,9.237910769625787,Python,32,False
Sergey,86.37959405415779,8.017580610298829,Python,42,False
Sergey,139.48619708774805,10.742266357300247,Python,41,True
Sergey,135.39954230858547,9.83715487881422,C++,42,True
Sergey,69.67290025449505,10.117266580810904,Python,38,False
Sergey,110.68061913073592,10.209426000476679,Kotlin,42,True
Maxim,96.1004561515272,8.25718388175192,Java,46,True
Anton,101.35808208863591,9.950982947412122,Java,52,True
Sergey,97.80286586825612,9.353410779003077,Java,29,True
Anton,156.64636989876163,9.695415463416605,Java,39,True
Sergey,89.09527827352414,8.789614565667591,Java,39,True
Sergey,92.5342489296358,8.985990527295886,Python,37,False
Anton,60.6172407852273,8.28964818139059,JavaScript,31,False
Sergey,102.1368187765964,9.322575743151887,JavaScript,33,False
Sergey,68.19899190161544,9.96938655638585,C++,34,True
Alexey,102.8478468559317,9.481879049812996,Scala,39,False
Maxim,76.92818217978763,11.302489350755906,Kotlin,39,True
Sergey,123.73394936288422,10.56773553188796,Scala,38,False
Anton,83.47928397342349,9.979734543053825,JavaScript,53,False
Sergey,130.5816504964637,10.982526425089231,Java,45,True
